record_id,Timestamp,Location,Latitude,Longitude,Day_of_Week,Hour_of_Day,Incident_Congestion,Weather_Condition,Road_Condition,Vehicle_Type,Vehicle_Damage,Accident_Severity,Accident_Reason,Driver_Violation,Number_of_Deaths,Number_of_Injuries,Summary_Road_Name,Daily_Traffic_Volume,Daily_Average_Speed,Daily_Congestion_Level,Daily_Incident_Reports,Daily_Public_Transport_Usage,Daily_Parking_Usage
4340,10/4/2023 14:07,Indiranagar,12.835735,77.516198,Wednesday,14,Moderate,Foggy,Wet,Bus,Minor,Minor,Ignoring Signal,None,0,1,100 Feet Road,8350,47.26,30,2,36.33,69.51
4341,10/31/2023 13:09,Whitefield,13.052012,77.662336,Tuesday,13,Light,Raining,Dry,Truck,None,No Injury,Drunk Driving,Jumping Signal,0,0,Marathahalli Bridge,49911,10.31,76.68,0,70.29,70.38
4342,3/26/2023 19:52,HSR Layout,13.083434,77.47024,Sunday,19,Heavy,Haze,Wet,Auto Rickshaw,Severe,Serious,Speeding,No Helmet,0,4,27th Main Road,13201,42.38,30,1,33.88,79.72
4343,9/3/2023 10:19,Koramangala,12.966035,77.466564,Sunday,10,Very Heavy,Clear,Dry,Motorcycle,Minor,Minor,Ignoring Signal,None,0,2,Sony World Junction,31611,23.92,43.78,0,65.92,86.73
4344,6/29/2023 19:04,Indiranagar,12.908496,77.486048,Thursday,19,Very Heavy,Foggy,Dry,Car,Severe,Fatal,Drunk Driving,Jumping Signal,1,2,100 Feet Road,13668,41.94,30,0,40.93,73.25
4345,1/3/2023 21:21,Indiranagar,12.93772,77.714085,Tuesday,21,Light,Raining,Under Construction,Auto Rickshaw,Severe,Serious,Distracted Driving,None,0,4,100 Feet Road,23980,36.76,32.62,0,81.16,56.35
4346,1/27/2023 23:53,Koramangala,12.932409,77.590982,Friday,23,Moderate,Haze,Potholes,Bus,Moderate,Serious,Speeding,No Helmet,0,1,Sony World Junction,32866,27.35,52.35,0,54.52,64.07
4347,6/20/2023 12:16,Whitefield,13.034479,77.557349,Tuesday,12,Moderate,Overcast,Potholes,Truck,None,No Injury,Ignoring Signal,Overspeeding,0,0,Marathahalli Bridge,24301,38.97,38.19,1,72.49,98.33
4348,8/21/2023 19:29,Indiranagar,12.971536,77.467811,Monday,19,Heavy,Overcast,Wet,Bus,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,CMH Road,42466,21.3,74.67,0,63.64,68.11
4349,10/30/2023 17:42,Koramangala,13.063723,77.672373,Monday,17,Heavy,Foggy,Under Construction,Truck,Minor,Minor,Speeding,Overspeeding,0,2,80 Feet Road,45479,13.39,76.95,0,64.95,76.87
4350,11/27/2023 23:34,Jayanagar,13.013775,77.728961,Monday,23,Moderate,Overcast,Wet,Truck,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,South End Circle,6224,55.59,30,0,52.71,76.93
4351,6/27/2023 7:14,HSR Layout,12.885589,77.595726,Tuesday,7,Light,Haze,Potholes,Auto Rickshaw,Severe,Serious,Speeding,No Helmet,0,1,27th Main Road,20443,36.69,35.3,1,77.68,84.91
4352,9/23/2023 23:10,Jayanagar,13.070633,77.67404,Saturday,23,Light,Cloudy,Dry,Bus,Severe,Fatal,Speeding,No Helmet,2,0,South End Circle,39669,23.55,59.4,0,36.07,88.28
4353,1/7/2023 11:03,Indiranagar,13.048689,77.657308,Saturday,11,Very Heavy,Clear,Potholes,Bus,Moderate,Minor,Ignoring Signal,None,0,2,100 Feet Road,52760,8.26,78.42,0,81.76,58.58
4354,6/29/2023 5:34,Whitefield,12.9076,77.594893,Thursday,5,Moderate,Haze,Wet,Auto Rickshaw,Moderate,Serious,Speeding,Jumping Signal,0,2,Marathahalli Bridge,46393,18.44,69.8,0,40.61,78.38
4355,2/8/2023 6:10,Whitefield,12.90558,77.611993,Wednesday,6,Light,Haze,Wet,Auto Rickshaw,Moderate,Serious,Drunk Driving,No Helmet,0,2,ITPL Main Road,25459,30.51,39.64,2,40.54,63.39
4356,5/6/2023 3:06,HSR Layout,13.069885,77.525864,Saturday,3,Moderate,Overcast,Potholes,Bicycle,None,No Injury,Drunk Driving,None,0,0,Outer Ring Road,8327,52.34,30,1,38.99,98.54
4357,12/11/2023 15:19,HSR Layout,13.041747,77.580546,Monday,15,Light,Clear,Under Construction,Auto Rickshaw,None,No Injury,Speeding,None,0,0,Outer Ring Road,31292,31.22,47.16,0,58.11,51.96
4358,2/7/2023 21:31,Indiranagar,12.858742,77.512665,Tuesday,21,Moderate,Overcast,Potholes,Car,Moderate,Serious,Speeding,Jumping Signal,0,2,100 Feet Road,37716,24.38,59.19,0,41.65,61.53
4359,10/13/2023 20:10,Whitefield,13.109878,77.650146,Friday,20,Heavy,Haze,Potholes,Truck,None,No Injury,Distracted Driving,Overspeeding,0,0,ITPL Main Road,55726,10.44,84.94,1,68.54,55.55
4360,11/1/2023 19:01,Indiranagar,12.911155,77.455849,Wednesday,19,Very Heavy,Clear,Under Construction,Truck,None,No Injury,Ignoring Signal,None,0,0,CMH Road,48488,9.79,76.44,0,36.42,55.43
4361,5/18/2023 21:03,Indiranagar,12.856705,77.547388,Thursday,21,Moderate,Foggy,Wet,Motorcycle,Moderate,Minor,Drunk Driving,Overspeeding,0,2,CMH Road,55856,7.36,96.47,1,67.29,88.13
4362,6/29/2023 3:21,HSR Layout,12.983502,77.520409,Thursday,3,Light,Clear,Dry,Truck,Severe,Serious,Ignoring Signal,Jumping Signal,0,2,27th Main Road,44299,12.53,75.9,0,70.58,76.01
4363,8/14/2023 3:17,Jayanagar,12.937786,77.61389,Monday,3,Light,Cloudy,Wet,Bicycle,Minor,Minor,Drunk Driving,Overspeeding,0,2,4th Block Complex,28291,31.63,48.22,1,53.49,95.54
4364,5/18/2023 12:14,HSR Layout,12.997215,77.612158,Thursday,12,Light,Overcast,Dry,Truck,Moderate,Minor,Drunk Driving,Jumping Signal,0,2,27th Main Road,54856,5.99,86.21,0,41.4,75.01
4365,1/20/2023 11:00,Koramangala,13.090789,77.624361,Friday,11,Very Heavy,Haze,Under Construction,Motorcycle,Moderate,Minor,Distracted Driving,Overspeeding,0,1,80 Feet Road,14158,50.48,30,0,35.35,71.62
4366,3/18/2023 16:43,Indiranagar,12.843305,77.575092,Saturday,16,Light,Foggy,Under Construction,Car,Moderate,Minor,Speeding,Overspeeding,0,2,100 Feet Road,49308,11.79,80.37,0,41.15,79.94
4367,8/31/2023 16:39,HSR Layout,13.058659,77.74239,Thursday,16,Light,Overcast,Dry,Motorcycle,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,Outer Ring Road,42436,14.6,68.83,1,57.62,65.04
4368,11/16/2023 1:15,HSR Layout,13.102207,77.603808,Thursday,1,Moderate,Clear,Wet,Bus,Severe,Serious,Drunk Driving,Jumping Signal,0,1,27th Main Road,58356,6.88,87.31,1,31.38,90.77
4369,6/12/2023 7:54,HSR Layout,12.879549,77.532934,Monday,7,Moderate,Clear,Dry,Bus,Severe,Serious,Ignoring Signal,Jumping Signal,0,2,27th Main Road,45015,13.68,74.34,0,63.14,66.26
4370,10/6/2023 1:57,Whitefield,13.00409,77.687785,Friday,1,Moderate,Clear,Potholes,Auto Rickshaw,Minor,Minor,Speeding,No Helmet,0,2,ITPL Main Road,8798,49.12,30,0,50.7,95.07
4371,12/18/2023 3:44,Koramangala,12.88504,77.601612,Monday,3,Moderate,Haze,Potholes,Car,Severe,Serious,Distracted Driving,Overspeeding,0,2,Sony World Junction,31145,28.43,54.31,0,53.22,82.75
4372,8/13/2023 6:19,Indiranagar,13.007105,77.740725,Sunday,6,Light,Foggy,Wet,Bicycle,Moderate,Serious,Speeding,None,0,1,CMH Road,58753,8.35,91.09,1,59.34,69.68
4373,11/5/2023 14:56,Whitefield,12.828516,77.65346,Sunday,14,Light,Clear,Potholes,Bus,Minor,Minor,Distracted Driving,No Helmet,0,1,Marathahalli Bridge,27481,29.73,47.01,0,84.63,88.97
4374,2/27/2023 0:29,Whitefield,12.899302,77.637169,Monday,0,Moderate,Cloudy,Potholes,Car,Moderate,Minor,Drunk Driving,Jumping Signal,0,2,ITPL Main Road,56544,13.21,88.56,0,51.84,63.54
4375,3/10/2023 0:52,Koramangala,12.995319,77.555851,Friday,0,Moderate,Clear,Under Construction,Auto Rickshaw,Minor,Minor,Ignoring Signal,None,0,2,Sony World Junction,44392,10.81,64.1,0,80.25,89.91
4376,11/17/2023 12:40,Koramangala,12.864342,77.585509,Friday,12,Moderate,Clear,Under Construction,Car,Severe,Serious,Distracted Driving,Jumping Signal,0,4,80 Feet Road,16304,45.91,30,1,72.26,66.02
4377,12/10/2023 4:01,HSR Layout,12.962902,77.687587,Sunday,4,Light,Cloudy,Under Construction,Bicycle,Moderate,Minor,Speeding,None,0,1,27th Main Road,55854,5.76,97.79,1,63.9,83.32
4378,5/14/2023 13:48,Jayanagar,12.82915,77.662928,Sunday,13,Light,Foggy,Dry,Car,Minor,Minor,Speeding,None,0,1,South End Circle,21422,36.17,32.56,0,48.15,52.63
4379,1/6/2023 9:35,Koramangala,12.945974,77.582952,Friday,9,Very Heavy,Haze,Wet,Auto Rickshaw,Minor,Minor,Drunk Driving,Overspeeding,0,2,Sony World Junction,53496,13.37,82.05,0,36.69,95.3
4380,11/18/2023 17:54,Whitefield,12.904004,77.594138,Saturday,17,Very Heavy,Raining,Potholes,Motorcycle,Minor,Minor,Speeding,Jumping Signal,0,2,Marathahalli Bridge,17602,46.95,30,0,58.23,73.18
4381,7/23/2023 3:29,Whitefield,12.8445,77.494255,Sunday,3,Moderate,Haze,Dry,Truck,Severe,Serious,Distracted Driving,None,0,4,Marathahalli Bridge,32883,30.23,45.2,0,64.65,86.05
4382,7/19/2023 5:48,Koramangala,13.000633,77.461563,Wednesday,5,Moderate,Foggy,Potholes,Auto Rickshaw,None,No Injury,Ignoring Signal,Overspeeding,0,0,Sony World Junction,54450,7.62,87.57,0,36.82,62.02
4383,10/14/2023 13:55,Whitefield,12.949545,77.465369,Saturday,13,Moderate,Haze,Potholes,Truck,Minor,Minor,Ignoring Signal,Overspeeding,0,2,ITPL Main Road,27450,34.95,40.87,1,32.42,99.43
4384,6/26/2023 14:37,Koramangala,12.869518,77.576255,Monday,14,Light,Cloudy,Dry,Motorcycle,Moderate,Serious,Ignoring Signal,Overspeeding,0,2,Sony World Junction,40484,23.34,70.08,0,67.58,50.98
4385,11/5/2023 12:04,Koramangala,12.965382,77.703323,Sunday,12,Moderate,Clear,Wet,Bicycle,None,No Injury,Distracted Driving,No Helmet,0,0,Sony World Junction,23928,40.79,42.34,0,32.73,70.55
4386,4/21/2023 15:54,Jayanagar,13.073744,77.538979,Friday,15,Moderate,Overcast,Wet,Car,None,No Injury,Drunk Driving,No Helmet,0,0,4th Block Complex,48930,8.52,81.9,1,38.3,73.03
4387,6/29/2023 20:08,Koramangala,12.871227,77.684398,Thursday,20,Heavy,Clear,Wet,Bus,Minor,Minor,Ignoring Signal,No Helmet,0,1,80 Feet Road,36683,21.56,64.69,0,60.69,65.61
4388,9/21/2023 8:06,Whitefield,12.88737,77.733432,Thursday,8,Very Heavy,Foggy,Potholes,Bicycle,Severe,Serious,Ignoring Signal,Jumping Signal,0,1,Marathahalli Bridge,38346,23.26,55.46,0,37.93,86.89
4389,11/3/2023 23:14,Jayanagar,13.008069,77.515359,Friday,23,Light,Raining,Potholes,Bicycle,Moderate,Minor,Drunk Driving,No Helmet,0,1,4th Block Complex,9829,53.9,30,0,31.18,78.54
4390,11/27/2023 15:40,Koramangala,13.083039,77.462794,Monday,15,Light,Overcast,Dry,Truck,None,No Injury,Speeding,No Helmet,0,0,80 Feet Road,19916,36.81,30,0,30.69,90.79
4391,11/18/2023 9:41,Koramangala,13.008724,77.712313,Saturday,9,Very Heavy,Haze,Under Construction,Bicycle,Moderate,Minor,Ignoring Signal,None,0,2,80 Feet Road,36835,27.15,52.62,0,73.66,93.19
4392,8/23/2023 12:07,HSR Layout,12.884864,77.702439,Wednesday,12,Moderate,Foggy,Potholes,Truck,Minor,Minor,Drunk Driving,Overspeeding,0,2,Outer Ring Road,27472,34,35.87,1,62.64,61.91
4393,4/1/2023 16:27,HSR Layout,13.09256,77.687253,Saturday,16,Light,Foggy,Under Construction,Auto Rickshaw,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,27th Main Road,59900,7.47,99.05,1,73.71,95.87
4394,1/24/2023 3:43,HSR Layout,12.967285,77.522555,Tuesday,3,Moderate,Overcast,Potholes,Bus,None,No Injury,Distracted Driving,None,0,0,27th Main Road,16613,41.29,30,1,78.9,95.18
4395,1/25/2023 19:55,Koramangala,12.879634,77.734533,Wednesday,19,Very Heavy,Overcast,Wet,Bus,Minor,Minor,Drunk Driving,Jumping Signal,0,1,80 Feet Road,28883,35.94,49.8,0,36.02,73.97
4396,10/10/2023 8:39,Indiranagar,12.938525,77.495289,Tuesday,8,Heavy,Foggy,Potholes,Motorcycle,Minor,Minor,Distracted Driving,Overspeeding,0,2,100 Feet Road,52399,11.97,84.9,1,79.83,58.58
4397,8/14/2023 10:57,Koramangala,13.015029,77.638512,Monday,10,Heavy,Clear,Dry,Motorcycle,Moderate,Minor,Distracted Driving,Jumping Signal,0,2,Sony World Junction,22510,38.38,42.37,0,35.19,89.81
4398,4/26/2023 9:27,Indiranagar,12.9399,77.491581,Wednesday,9,Very Heavy,Clear,Wet,Auto Rickshaw,Moderate,Minor,Drunk Driving,Overspeeding,0,1,100 Feet Road,49822,14.98,73.52,1,56.3,79.81
4399,4/16/2023 15:22,Whitefield,12.875685,77.556632,Sunday,15,Moderate,Clear,Wet,Bicycle,Minor,Minor,Ignoring Signal,No Helmet,0,2,ITPL Main Road,32400,24.96,58.51,2,46.6,87.41
4400,3/3/2023 2:13,Koramangala,13.091941,77.507985,Friday,2,Moderate,Clear,Dry,Truck,Moderate,Minor,Ignoring Signal,No Helmet,0,1,80 Feet Road,24614,33.6,39.37,0,69.29,76.2
4401,3/9/2023 18:24,Indiranagar,12.947224,77.521817,Thursday,18,Very Heavy,Cloudy,Dry,Car,Minor,Minor,Drunk Driving,Overspeeding,0,2,CMH Road,19424,41.8,30,2,60.65,76.81
4402,11/14/2023 4:52,Koramangala,12.924977,77.481281,Tuesday,4,Light,Haze,Wet,Motorcycle,Minor,Minor,Distracted Driving,Overspeeding,0,1,Sony World Junction,36620,25.85,58.15,1,83.04,80.82
4403,7/6/2023 4:11,Koramangala,13.047717,77.557542,Thursday,4,Light,Foggy,Potholes,Bus,Moderate,Minor,Drunk Driving,Overspeeding,0,1,Sony World Junction,41467,15.92,62.64,0,30.97,76.12
4404,5/19/2023 17:07,HSR Layout,12.981735,77.53983,Friday,17,Heavy,Overcast,Wet,Truck,Moderate,Minor,Distracted Driving,No Helmet,0,1,27th Main Road,15155,40.21,30,0,66.22,59.68
4405,4/19/2023 7:01,Whitefield,13.09804,77.569674,Wednesday,7,Moderate,Overcast,Wet,Motorcycle,Minor,Minor,Distracted Driving,Overspeeding,0,1,Marathahalli Bridge,38689,20.87,66.94,1,76.27,84.28
4406,7/2/2023 1:29,Jayanagar,13.060964,77.470975,Sunday,1,Moderate,Raining,Under Construction,Bicycle,Moderate,Minor,Speeding,No Helmet,0,1,4th Block Complex,46136,13.76,68.51,0,41.91,67.94
4407,8/20/2023 23:35,Whitefield,12.88085,77.539832,Sunday,23,Light,Overcast,Dry,Bicycle,Severe,Serious,Ignoring Signal,Overspeeding,0,4,Marathahalli Bridge,42972,21.79,65.01,0,71.9,79.21
4408,6/23/2023 20:41,HSR Layout,13.051444,77.5009,Friday,20,Heavy,Cloudy,Under Construction,Auto Rickshaw,None,No Injury,Drunk Driving,None,0,0,27th Main Road,25397,37.4,38.59,0,71.72,63.33
4409,1/7/2023 12:32,Whitefield,13.00476,77.684898,Saturday,12,Light,Haze,Under Construction,Motorcycle,Moderate,Minor,Distracted Driving,None,0,1,Marathahalli Bridge,46246,9.72,67.81,0,77.96,74.69
4410,1/21/2023 3:37,Jayanagar,12.891461,77.648168,Saturday,3,Moderate,Foggy,Dry,Bicycle,Minor,Minor,Ignoring Signal,Jumping Signal,0,2,4th Block Complex,10422,50.78,30,1,84.28,93.09
4411,9/7/2023 8:33,HSR Layout,12.958774,77.640085,Thursday,8,Heavy,Overcast,Dry,Car,Moderate,Serious,Drunk Driving,None,0,2,27th Main Road,36935,24.81,59,0,78.12,55.56
4412,11/29/2023 14:19,Indiranagar,12.934727,77.684599,Wednesday,14,Moderate,Foggy,Potholes,Bicycle,Moderate,Minor,Drunk Driving,No Helmet,0,1,CMH Road,39884,18.62,57.04,1,83.58,61.85
4413,6/23/2023 12:06,Indiranagar,12.881741,77.617465,Friday,12,Light,Cloudy,Potholes,Auto Rickshaw,None,No Injury,Ignoring Signal,Overspeeding,0,0,100 Feet Road,38950,25.56,65.78,4,56.5,63.37
4414,6/6/2023 19:23,Koramangala,12.925152,77.488478,Tuesday,19,Very Heavy,Overcast,Wet,Motorcycle,Moderate,Minor,Speeding,Overspeeding,0,1,80 Feet Road,55545,7.91,90.51,1,73.96,55.55
4415,2/22/2023 17:10,Koramangala,12.902403,77.55775,Wednesday,17,Heavy,Overcast,Dry,Bicycle,Minor,Minor,Drunk Driving,No Helmet,0,1,Sony World Junction,52997,10.1,90.47,0,40.11,93.88
4416,11/19/2023 23:08,Whitefield,13.071577,77.570322,Sunday,23,Moderate,Haze,Wet,Truck,Moderate,Minor,Distracted Driving,Jumping Signal,0,1,Marathahalli Bridge,48004,15.61,83.78,3,44.22,58.93
4417,10/26/2023 2:06,Koramangala,12.907829,77.681201,Thursday,2,Light,Foggy,Potholes,Motorcycle,None,No Injury,Speeding,Jumping Signal,0,0,80 Feet Road,41771,22.63,64.95,0,62.88,90.11
4418,12/4/2023 15:39,Koramangala,12.979606,77.539318,Monday,15,Moderate,Haze,Potholes,Auto Rickshaw,Moderate,Minor,Speeding,Overspeeding,0,1,80 Feet Road,17435,38.02,30,0,34.88,83.26
4419,7/4/2023 11:38,Koramangala,12.838525,77.61534,Tuesday,11,Heavy,Clear,Potholes,Bicycle,Moderate,Serious,Distracted Driving,None,0,2,80 Feet Road,59457,8.35,100,1,78.81,99.79
4420,7/28/2023 3:10,HSR Layout,12.994373,77.591834,Friday,3,Light,Foggy,Potholes,Truck,Moderate,Minor,Distracted Driving,None,0,2,27th Main Road,18158,43.23,30,0,79,54.06
4421,8/1/2023 4:30,Jayanagar,12.904965,77.490892,Tuesday,4,Moderate,Clear,Dry,Bicycle,Severe,Serious,Ignoring Signal,Jumping Signal,0,3,4th Block Complex,49286,6.47,74.48,4,37.93,57.93
4422,8/27/2023 11:34,Indiranagar,12.995522,77.587715,Sunday,11,Very Heavy,Haze,Wet,Car,Minor,Minor,Drunk Driving,Overspeeding,0,1,100 Feet Road,23668,32.44,30,0,56.16,82.84
4423,8/25/2023 5:05,Koramangala,13.052665,77.611082,Friday,5,Light,Clear,Potholes,Motorcycle,Minor,Minor,Distracted Driving,Jumping Signal,0,2,80 Feet Road,13010,43.36,30,1,63.61,50.61
4424,6/4/2023 5:35,Jayanagar,12.960982,77.69788,Sunday,5,Moderate,Cloudy,Potholes,Auto Rickshaw,Moderate,Minor,Speeding,No Helmet,0,1,South End Circle,26147,33.56,35.36,0,34.12,88.74
4425,10/14/2023 18:36,Indiranagar,12.905072,77.64749,Saturday,18,Very Heavy,Cloudy,Under Construction,Auto Rickshaw,Severe,Serious,Ignoring Signal,Jumping Signal,0,2,CMH Road,21204,43.08,31.36,0,67.85,58.17
4426,3/21/2023 20:25,Whitefield,12.850482,77.578657,Tuesday,20,Very Heavy,Overcast,Wet,Truck,Moderate,Minor,Drunk Driving,No Helmet,0,1,ITPL Main Road,45965,9.17,78.59,1,55.71,97.3
4427,8/3/2023 14:30,HSR Layout,12.861796,77.595018,Thursday,14,Light,Clear,Under Construction,Truck,Moderate,Minor,Distracted Driving,Overspeeding,0,1,27th Main Road,42199,17.12,71.04,0,35.62,52.74
4428,12/26/2023 20:42,HSR Layout,12.964625,77.743803,Tuesday,20,Very Heavy,Overcast,Potholes,Truck,Severe,Serious,Drunk Driving,Jumping Signal,0,3,Outer Ring Road,39577,20.14,59.37,0,30.91,67.85
4429,10/9/2023 22:45,Indiranagar,13.01682,77.673336,Monday,22,Moderate,Overcast,Potholes,Truck,Moderate,Minor,Ignoring Signal,Overspeeding,0,1,CMH Road,50132,6.03,86.58,1,64.54,69.41
4430,3/27/2023 18:26,Jayanagar,13.045893,77.66973,Monday,18,Very Heavy,Haze,Potholes,Motorcycle,Moderate,Serious,Speeding,No Helmet,0,1,South End Circle,12574,44.46,30,0,55.06,81.3
4431,2/27/2023 18:34,Whitefield,12.867134,77.731785,Monday,18,Heavy,Cloudy,Wet,Truck,Moderate,Minor,Ignoring Signal,None,0,2,ITPL Main Road,56544,13.21,88.56,0,51.84,63.54
4432,1/1/2023 1:55,HSR Layout,12.862906,77.550651,Sunday,1,Moderate,Overcast,Dry,Bus,Moderate,Minor,Distracted Driving,No Helmet,0,2,Outer Ring Road,33108,27.19,47.05,0,77.66,56.07
4433,12/26/2023 18:55,HSR Layout,12.947186,77.617468,Tuesday,18,Heavy,Foggy,Potholes,Auto Rickshaw,Severe,Serious,Distracted Driving,Jumping Signal,0,2,Outer Ring Road,39577,20.14,59.37,0,30.91,67.85
4434,10/28/2023 13:27,Whitefield,13.076158,77.478892,Saturday,13,Light,Foggy,Dry,Auto Rickshaw,Moderate,Minor,Drunk Driving,Jumping Signal,0,1,Marathahalli Bridge,21060,34.22,35.32,0,37.12,59.76
4435,3/1/2023 13:08,Koramangala,12.933115,77.558764,Wednesday,13,Moderate,Overcast,Dry,Motorcycle,Moderate,Minor,Distracted Driving,None,0,2,Sony World Junction,8386,50.06,30,0,44.68,71.45
4436,6/14/2023 14:40,Koramangala,12.97199,77.645998,Wednesday,14,Moderate,Overcast,Dry,Motorcycle,Minor,Minor,Distracted Driving,None,0,2,Sony World Junction,12324,44.4,30,0,64.2,52.44
4437,11/8/2023 0:25,Whitefield,12.938066,77.475788,Wednesday,0,Moderate,Overcast,Dry,Car,Moderate,Minor,Ignoring Signal,Jumping Signal,0,1,Marathahalli Bridge,24542,32.46,35.25,0,78.28,80.58
4438,3/5/2023 3:07,Indiranagar,13.102946,77.600351,Sunday,3,Light,Raining,Wet,Motorcycle,Moderate,Minor,Speeding,Overspeeding,0,1,CMH Road,52372,11.28,84.61,0,56.06,80.33
4439,2/5/2023 10:44,Koramangala,13.018292,77.527056,Sunday,10,Very Heavy,Foggy,Under Construction,Motorcycle,Minor,Minor,Distracted Driving,No Helmet,0,2,Sony World Junction,53531,14.7,92.63,0,64.36,85.31
4440,9/15/2023 6:38,Indiranagar,13.000767,77.608937,Friday,6,Moderate,Cloudy,Potholes,Truck,Moderate,Serious,Distracted Driving,No Helmet,0,2,100 Feet Road,7198,57.6,30,0,70.27,92.21
4441,11/29/2023 2:21,Koramangala,12.96625,77.741541,Wednesday,2,Moderate,Haze,Potholes,Auto Rickshaw,Minor,Minor,Speeding,No Helmet,0,2,Sony World Junction,43757,16.6,66.76,0,51.21,67.59
4442,1/11/2023 16:05,Indiranagar,13.089542,77.524737,Wednesday,16,Light,Clear,Under Construction,Car,Severe,Serious,Speeding,No Helmet,0,4,CMH Road,9877,48.66,30,0,37.89,56.33
4443,4/14/2023 5:08,HSR Layout,12.857407,77.72057,Friday,5,Moderate,Overcast,Potholes,Bicycle,Moderate,Minor,Distracted Driving,None,0,1,Outer Ring Road,12446,48.81,30,0,80.18,50.11
4444,9/30/2023 17:16,HSR Layout,13.064965,77.445465,Saturday,17,Very Heavy,Foggy,Potholes,Bus,None,No Injury,Speeding,No Helmet,0,0,Outer Ring Road,28758,27.48,48.56,0,44.03,71.09
4445,7/9/2023 3:05,HSR Layout,12.855424,77.548195,Sunday,3,Moderate,Haze,Wet,Motorcycle,Minor,Minor,Ignoring Signal,None,0,2,27th Main Road,43537,13.83,76.14,1,39,75.29
4446,11/9/2023 12:59,Koramangala,13.110778,77.713005,Thursday,12,Moderate,Foggy,Wet,Auto Rickshaw,None,No Injury,Distracted Driving,No Helmet,0,0,80 Feet Road,7853,49.41,30,1,59.77,63.27
4447,4/2/2023 16:18,Jayanagar,12.931569,77.505658,Sunday,16,Moderate,Raining,Dry,Bus,Severe,Serious,Ignoring Signal,None,0,4,4th Block Complex,6900,57.69,30,0,54.46,50.66
4448,11/28/2023 5:03,Indiranagar,13.064855,77.713941,Tuesday,5,Moderate,Foggy,Potholes,Car,Severe,Fatal,Distracted Driving,Jumping Signal,2,1,100 Feet Road,42470,15.18,71.34,4,50.38,96.29
4449,8/14/2023 2:00,Whitefield,13.06092,77.672471,Monday,2,Light,Haze,Dry,Bus,Minor,Minor,Ignoring Signal,Overspeeding,0,1,ITPL Main Road,28998,26.57,46.86,1,74.35,65.84
4450,8/29/2023 10:21,HSR Layout,12.99699,77.547394,Tuesday,10,Very Heavy,Overcast,Wet,Car,Minor,Minor,Ignoring Signal,None,0,1,27th Main Road,13388,43.5,30,0,40.94,99.25
4451,5/29/2023 0:00,Whitefield,12.839987,77.498583,Monday,0,Light,Cloudy,Wet,Auto Rickshaw,Minor,Minor,Distracted Driving,None,0,1,Marathahalli Bridge,31518,28.55,51.14,0,34.26,50.69
4452,6/7/2023 19:26,Whitefield,13.016458,77.507237,Wednesday,19,Heavy,Clear,Potholes,Bus,Severe,Serious,Ignoring Signal,None,0,3,Marathahalli Bridge,7614,56.62,30,0,76.54,86.11
4453,9/6/2023 23:32,Koramangala,12.900685,77.492821,Wednesday,23,Moderate,Overcast,Dry,Auto Rickshaw,Severe,Serious,Distracted Driving,None,0,4,80 Feet Road,6944,56.2,30,1,55.86,57.58
4454,9/12/2023 8:13,Koramangala,13.043068,77.594463,Tuesday,8,Very Heavy,Overcast,Potholes,Bus,Minor,Minor,Drunk Driving,Jumping Signal,0,2,80 Feet Road,27281,36.62,48.02,0,57.8,51.35
4455,7/14/2023 8:11,Koramangala,12.938602,77.554545,Friday,8,Heavy,Cloudy,Dry,Bicycle,Moderate,Serious,Ignoring Signal,No Helmet,0,2,80 Feet Road,58204,13.72,91.57,0,31.89,82.99
4456,2/25/2023 3:04,Indiranagar,12.94828,77.522409,Saturday,3,Light,Raining,Wet,Bicycle,None,No Injury,Ignoring Signal,No Helmet,0,0,100 Feet Road,54938,11.56,90.6,0,59.87,87.97
4457,4/21/2023 4:16,Whitefield,12.908309,77.575635,Friday,4,Moderate,Raining,Dry,Truck,Minor,Minor,Ignoring Signal,Overspeeding,0,1,Marathahalli Bridge,6231,52.23,30,0,57.07,78.46
4458,9/7/2023 1:21,HSR Layout,12.937979,77.488906,Thursday,1,Light,Clear,Dry,Auto Rickshaw,Moderate,Minor,Speeding,None,0,2,27th Main Road,36935,24.81,59,0,78.12,55.56
4459,11/8/2023 1:02,HSR Layout,12.828889,77.479708,Wednesday,1,Light,Foggy,Wet,Auto Rickshaw,Minor,Minor,Distracted Driving,No Helmet,0,2,Outer Ring Road,37381,26.63,56.25,0,65.02,76.3
4460,4/24/2023 4:02,Jayanagar,12.921789,77.636551,Monday,4,Light,Raining,Wet,Auto Rickshaw,Minor,Minor,Speeding,None,0,2,South End Circle,53969,10.36,93.65,1,49.61,59.34
4461,10/29/2023 8:18,Indiranagar,12.881134,77.523315,Sunday,8,Heavy,Raining,Dry,Car,Minor,Minor,Ignoring Signal,Jumping Signal,0,1,CMH Road,47900,12.27,75.19,0,81.01,94.22
4462,7/9/2023 12:10,Koramangala,13.105475,77.689762,Sunday,12,Light,Cloudy,Potholes,Bus,Moderate,Minor,Ignoring Signal,No Helmet,0,2,Sony World Junction,17566,44.01,34.05,0,65.73,62.98
